hike_region,total_distance,elevation_gain,hike_difficulty,stars,hike_id,loop,out_and_back,point_to_point,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,views
Gunnison National Forest,20.1,4048,3,4.0,hike1347,1,0,0,0,0,0,0,1,0,1,0,1
Arapaho National Forest,23.0,4215,3,4.0,hike1348,0,1,0,1,0,1,0,0,0,1,1,1
Horsetooth Mountain Park,3.0,716,2,4.7,hike1349,1,0,0,1,1,0,1,0,0,1,1,1
"Sedalia, Colorado",28.6,60,1,1.0,hike1350,0,1,0,0,0,0,0,0,0,0,0,0
"Denver, Colorado",1.1,75,1,2.0,hike1351,1,0,0,0,1,0,0,0,0,0,0,0
Roosevelt National Forest,7.1,1842,2,4.7,hike1352,0,0,1,1,1,0,0,0,0,1,1,1
Rocky Mountain National Park,14.9,2655,3,4.0,hike1353,0,1,0,0,0,1,0,0,1,1,1,1
Grand Mesa National Forest,3.0,830,2,5.0,hike1354,0,1,0,0,0,0,0,0,0,0,0,0
San Isabel National Forest,22.2,9171,3,3.0,hike1355,0,1,0,1,0,0,0,0,0,0,0,1
Colorado National Monument,0.7,67,1,4.3,hike1356,1,0,0,1,1,0,0,0,0,1,1,1
San Juan National Forest,8.0,2500,3,4.0,hike1357,0,1,0,1,0,0,1,1,1,1,1,1
"Moffat, Colorado",8.0,3000,1,4.0,hike1358,0,1,0,0,0,0,0,0,0,0,0,0
Fossil Ridge Wilderness,22.7,5677,3,5.0,hike1359,0,1,0,0,0,1,0,0,0,1,0,0
Uncompahgre National Forest,15.6,4006,3,5.0,hike1360,0,1,0,1,0,0,0,0,0,1,1,1
Soapstone Prairie Natural Area,2.9,449,1,3.0,hike1361,1,0,0,0,1,0,0,0,0,1,1,1
"Dillon, Colorado",14.6,3554,2,4.0,hike1362,1,0,0,1,1,0,0,0,0,1,1,1
White River National Forest,7.9,3950,2,3.5,hike1363,1,0,0,0,0,0,0,0,0,1,1,1
White River National Forest,2.4,513,2,2.0,hike1364,0,1,0,1,0,0,0,0,0,0,0,1
Rio Grande National Forest,4.2,620,1,4.0,hike1365,1,0,0,0,1,0,0,0,0,0,0,0
"Morrison, Colorado",13.5,3053,2,5.0,hike1366,1,0,0,1,0,0,0,0,0,1,1,1
"Louisville, Colorado",5.6,457,2,2.5,hike1367,0,1,0,1,1,0,0,0,0,1,1,1
White River National Forest,7.0,3256,2,3.5,hike1368,0,1,0,0,0,0,0,0,0,0,0,0
White River National Forest,13.9,2610,2,4.0,hike1369,1,0,0,0,0,0,0,0,1,1,0,1
San Isabel National Forest,8.4,2900,3,3.0,hike1370,0,1,0,0,0,0,0,0,0,0,0,0
Maroon Bells Snowmass Wilderness,2.8,434,1,4.0,hike1371,1,0,0,0,1,0,0,1,0,1,1,1
Pike National Forest,10.9,2043,3,4.0,hike1372,0,1,0,0,0,0,0,0,0,0,0,1
Roosevelt National Forest,4.0,640,1,3.7,hike1373,0,1,0,0,1,0,0,0,0,1,0,0
San Isabel National Forest,9.0,4400,3,4.0,hike1374,0,1,0,0,0,0,0,0,0,0,0,0
Uncompahgre National Forest,8.7,1057,2,4.0,hike1375,0,0,1,1,0,0,0,1,1,1,1,1
Uncompahgre National Forest,3.9,2137,2,4.5,hike1376,0,1,0,0,0,0,0,0,0,1,1,1
Arapaho National Forest,18.6,4363,3,4.0,hike1377,0,1,0,0,0,0,0,0,0,1,1,1
Cheyenne Mountain State Park,6.6,1079,2,4.0,hike1378,1,0,0,0,0,0,0,0,0,0,0,0
Cache La Poudre Wilderness,14.6,2227,1,3.0,hike1379,0,1,0,1,1,0,0,0,0,1,1,1
Rio Grande National Forest,14.9,2760,3,3.5,hike1380,0,1,0,0,0,0,0,0,0,1,1,1
San Juan National Forest,6.2,1834,2,4.0,hike1381,0,1,0,0,0,0,0,1,0,1,1,1
Chatfield State Park,1.7,67,1,4.0,hike1382,1,0,0,0,1,0,0,0,0,1,1,0
Atapaho National Forest,5.3,3113,3,5.0,hike1383,0,0,1,1,0,0,0,0,0,1,1,1
Roosevelt National Forest,16.4,2947,3,5.0,hike1384,0,1,0,0,0,1,0,0,1,1,0,1
Black Canyon of the Gunnison National Park,2.2,1817,3,4.0,hike1385,0,1,0,0,0,0,0,1,0,1,1,1
White River National Forest,0.3,42,1,4.0,hike1386,0,1,0,0,1,0,0,0,0,1,0,1
Rocky Mountain National Park,12.4,2733,2,4.0,hike1387,1,0,0,0,0,0,0,0,1,1,1,0
Roosevelt National Forest,5.6,1759,3,4.5,hike1388,0,0,1,1,0,0,0,0,0,1,1,1
"Telluride, Colorado",17.5,4929,2,5.0,hike1389,0,0,1,1,0,0,0,0,0,0,0,0
"Louisville, Colorado",11.7,475,2,5.0,hike1390,1,0,0,1,0,0,0,0,0,1,1,1
Rocky Mountain National Park,0.8,333,2,4.0,hike1391,0,1,0,0,1,0,0,0,0,1,1,1
Mesa Verde National Park,0.5,105,1,3.0,hike1392,1,0,0,0,1,0,0,0,0,1,1,1
Lizard Head Wilderness,7.2,2228,2,4.5,hike1393,0,1,0,0,0,0,0,1,0,1,1,1
Mesa Verde National Park,4.6,390,1,4.0,hike1394,1,0,0,0,1,0,0,0,0,1,1,1
Comanche National Grassland,2.1,162,1,4.0,hike1395,0,1,0,0,1,1,0,1,0,0,0,1
Chatfield State Park,28.6,5998,3,4.5,hike1396,1,0,0,0,0,0,0,0,0,1,1,1
Soapstone Prairie Natural Area,22.3,2906,2,3.7,hike1397,1,0,0,0,0,0,0,1,0,1,1,1
Great Sand Dunes National Park,5.0,942,2,5.0,hike1398,1,0,0,1,1,0,0,0,0,1,1,1
Arapaho National Forest,0.8,104,1,5.0,hike1399,1,0,0,0,1,0,0,0,1,1,1,1
Garden of the Gods,1.1,149,1,3.0,hike1400,1,0,0,1,1,0,0,0,0,0,1,1
Uncompahgre National Forest,6.5,3800,3,4.0,hike1401,0,1,0,1,0,0,1,1,1,1,1,1
Molas Park,10.3,2971,1,3.0,hike1402,0,1,0,0,1,0,1,0,0,1,0,1
Roosevelt National Forest,6.8,2066,1,4.0,hike1403,1,0,0,0,1,0,0,0,0,0,0,0
"Granite, Colorado",2.6,460,1,4.0,hike1404,0,1,0,0,1,0,0,1,0,0,1,1
San Juan National Forest,13.0,1200,2,4.0,hike1405,1,0,0,1,0,0,0,0,1,1,1,0
"Mack, Colorado",3.7,236,1,4.0,hike1406,0,1,0,1,1,0,0,0,0,0,0,0
"Almont, Colorado",13.0,2138,2,5.0,hike1407,0,0,1,1,1,0,0,0,0,1,1,1
Colorado National Monument,10.9,1500,2,3.0,hike1408,0,1,0,0,0,0,0,0,0,0,0,0
"Longmont, Colorado",17.7,306,1,3.0,hike1409,0,1,0,1,1,0,0,0,0,1,0,1
Uncompahgre National Forest,6.2,4087,3,5.0,hike1410,0,1,0,0,0,0,0,0,0,1,1,1
Lathrop State Park,1.5,202,1,4.0,hike1411,1,0,0,1,1,1,0,0,0,0,0,0
Cactus Park,16.5,1961,1,3.0,hike1412,0,1,0,0,0,0,0,0,0,0,0,1
Arapaho National Forest,1.5,488,2,3.0,hike1413,0,1,0,0,0,0,0,0,0,0,0,0
Routt National Forest,7.2,2212,3,1.0,hike1414,0,1,0,1,0,1,0,1,0,1,1,1
San Juan National Forest,6.3,1448,2,4.0,hike1415,1,0,0,0,0,0,0,0,0,0,0,0
Cheyenne Mountain State Park,1.7,172,1,5.0,hike1416,1,0,0,0,1,0,0,0,0,0,1,1
Rio Grande National Forest,4.2,1160,3,5.0,hike1417,0,1,0,0,0,0,0,0,1,0,0,0
Rocky Mountain National Park,0.6,157,1,4.5,hike1418,0,1,0,0,1,0,0,0,0,1,1,1
Black Canyon of the Gunnison National Park,4.1,583,2,4.0,hike1419,1,0,0,0,0,0,0,0,0,0,0,1
"Lyons, Colorado",7.1,1846,3,4.5,hike1420,0,1,0,1,0,0,0,0,0,1,1,1
North Cheyenne Park,5.9,2218,2,4.5,hike1421,0,1,0,1,0,0,0,1,0,1,1,1
Arapaho National Forest,1.0,0,1,3.0,hike1422,0,0,1,1,1,0,0,0,0,0,0,0
Reynolds Ranch County Park,9.0,2325,3,4.0,hike1423,0,1,0,0,0,0,0,0,0,1,1,1
Routt National Forest,9.0,1634,2,5.0,hike1424,0,1,0,0,0,0,0,0,0,0,0,0
Uncompahgre National Forest,7.1,1739,3,4.5,hike1425,0,1,0,0,0,1,0,0,0,0,0,0
"Carbondale, Colorado",3.8,403,2,4.0,hike1426,0,1,0,0,0,0,0,0,0,0,0,0
Grand Mesa National Forest,11.4,2082,2,1.0,hike1427,0,1,0,0,0,0,0,0,0,0,0,0
Powderhorn Wilderness,13.2,4339,3,4.0,hike1428,0,1,0,1,0,1,0,0,1,1,1,0
San Juan National Forest,4.7,972,2,4.0,hike1429,0,1,0,0,0,0,0,0,0,1,1,1
San Juan National Forest,20.6,4236,2,2.0,hike1430,0,1,0,0,0,0,0,0,1,0,0,0
San Juan National Forest,12.9,2271,3,4.0,hike1431,0,1,0,0,0,0,0,1,0,1,0,0
Bear Creek Field,3.0,1899,2,4.0,hike1432,1,0,0,1,1,0,0,1,0,1,0,1
Roosevelt National Forest,10.7,3499,3,5.0,hike1433,0,1,0,1,0,0,0,0,0,1,0,1
"Colorado Springs, Colorado",3.1,405,1,1.0,hike1434,1,0,0,0,1,0,0,0,0,1,0,0
Vega State Park,2.8,199,1,4.5,hike1435,0,1,0,1,1,1,0,0,1,1,1,0
White River National Forest,2.2,1440,1,3.5,hike1436,0,1,0,0,1,0,0,0,1,1,1,1
Bent's Old Fort National Historic Site,1.7,18,1,4.0,hike1437,1,0,0,1,1,0,0,0,0,1,0,1
Gunnison National Forest,4.9,1237,2,5.0,hike1438,0,0,1,0,0,0,0,0,0,0,0,0
"Nathrop, Colorado",14.2,3299,2,5.0,hike1439,0,0,1,1,1,0,0,0,0,1,0,1
"Granite, Colorado",9.0,3560,3,4.0,hike1440,0,1,0,1,0,0,0,1,0,1,0,1
Cherry Creek State Park,5.6,164,1,3.0,hike1441,0,1,0,1,1,0,0,0,0,1,1,0
Colorado National Monument,1.2,200,1,2.0,hike1442,1,0,0,1,1,0,0,0,0,1,1,1
Rio Grande National Forest,2.2,468,2,4.0,hike1443,0,1,0,0,1,0,0,0,1,0,0,0
Mesa Verde National Park,1.5,73,1,3.8,hike1444,1,0,0,0,1,0,0,0,0,0,0,1
"Crawford, Colorado",0.5,600,2,4.0,hike1445,0,1,0,0,0,0,0,0,0,0,0,1
Uncompahgre National Forest,1.3,297,3,5.0,hike1446,0,0,1,0,0,0,0,0,0,0,0,1
Dinosaur National Monument,0.9,135,1,4.0,hike1447,0,1,0,0,1,1,0,1,0,0,0,1
Reynolds Ranch County Park,4.4,1223,2,5.0,hike1448,1,0,0,1,0,0,0,0,0,0,0,0
Great Sand Dunes National Park,1.9,162,1,3.0,hike1449,0,1,0,1,1,0,0,0,0,1,1,1
Routt National Forest,9.0,1384,2,1.0,hike1450,1,0,0,0,1,0,0,0,1,0,0,0
Black Canyon of the Gunnison Wilderness,6.5,1456,2,5.0,hike1451,0,1,0,0,0,0,0,1,0,1,1,1
Rocky Mountain Arsenal Nwr,1.5,30,1,3.0,hike1452,1,0,0,0,1,0,0,0,0,1,1,1
San Juan National Forest,22.8,7700,3,5.0,hike1453,1,0,0,0,0,1,0,0,0,0,1,1
White River National Forest,6.0,1423,3,1.6,hike1454,0,1,0,0,0,0,1,0,0,1,0,1
"Englewood, Colorado",4.0,145,1,2.5,hike1455,1,0,0,1,0,0,0,0,0,0,0,0
Hall Ranch,4.7,915,2,4.0,hike1456,0,1,0,0,1,0,0,0,0,1,1,1
"Colorado Springs, Colorado",1.1,142,1,4.0,hike1457,1,0,0,0,1,0,0,0,0,0,1,1
Roosevelt National Forest,17.8,5150,2,5.0,hike1458,1,0,0,1,0,0,0,0,0,1,1,1
Dinosaur National Monument,0.3,13,1,3.5,hike1459,1,0,0,0,1,0,0,0,0,1,1,1
Ridgway State Park,7.9,443,2,5.0,hike1460,0,1,0,0,0,0,0,1,0,0,1,1
Comanche National Grassland,11.2,999,2,4.0,hike1461,1,0,0,1,0,1,0,0,0,1,1,1
San Isabel National Forest,6.4,1420,2,3.0,hike1462,0,1,0,0,0,0,0,0,0,0,0,0
Holy Cross Wilderness,4.8,1845,2,5.0,hike1463,0,1,0,1,0,1,0,0,1,1,1,1
"Boulder, Colorado",2.8,191,1,5.0,hike1464,1,0,0,1,1,0,0,0,0,1,0,0
Chautauqua Park,1.4,461,1,4.5,hike1465,1,0,0,1,1,0,0,0,0,1,1,1
Roosevelt/Arapaho National Forest,10.9,2380,2,1.0,hike1466,1,0,0,0,0,0,0,0,0,1,1,1
Homestead Ranch Park,4.5,416,2,4.3,hike1467,1,0,0,1,1,0,0,0,0,1,1,1
Great Sand Dunes National Park,1.0,99,1,4.0,hike1468,1,0,0,1,1,1,0,0,0,1,0,1
Atapaho National Forest,3.9,1151,2,3.0,hike1469,0,1,0,0,0,0,0,0,0,1,1,1
West Magnolia Recreation Area,2.6,431,1,2.0,hike1470,1,0,0,1,1,1,0,0,0,1,0,1
Pike National Forest,5.9,2157,3,5.0,hike1471,0,1,0,0,0,0,0,0,0,1,1,1
Little Book Cliffs Wilderness Study Area,5.6,567,1,2.0,hike1472,0,1,0,1,1,0,0,1,0,1,1,1
Uncompahgre Wilderness,0.3,25,1,3.0,hike1473,1,0,0,0,1,0,1,0,0,0,0,0
Alamosa National Wildlife Refuge,3.8,48,1,3.0,hike1474,0,1,0,1,1,0,0,1,0,1,1,1
Rio Grande National Forest,10.0,2650,3,3.0,hike1475,0,1,0,0,0,0,0,0,1,0,0,0
Lory State Park,4.5,1305,3,4.0,hike1476,1,0,0,1,0,0,0,0,0,0,0,0
Dinosaur National Monument,7.2,883,1,3.0,hike1477,0,0,1,0,1,0,0,0,0,1,1,1
Rocky Mountain National Park,1.3,521,1,4.0,hike1478,0,1,0,0,1,0,0,0,0,1,1,1
Middle Shooks Run Park,12.2,524,1,4.0,hike1479,0,1,0,1,1,0,0,0,0,1,1,1
"Aspen, Colorado",2.9,202,1,4.0,hike1480,0,1,0,1,1,0,0,1,0,1,1,1
Gunnison National Forest,9.3,2540,3,5.0,hike1481,0,0,1,0,0,0,0,0,0,1,1,1
Roosevelt National Forest,2.0,498,1,3.0,hike1482,0,1,0,1,0,0,0,1,0,1,1,1
"Roswell, Colorado",5.6,374,1,4.0,hike1483,0,1,0,1,1,0,0,0,0,1,1,1
"Montrose, Colorado",14.4,411,1,3.0,hike1484,0,1,0,1,1,0,0,1,0,0,1,1
"Superior, Colorado",10.8,872,1,2.0,hike1485,1,0,0,0,1,0,0,0,0,0,0,0
"Fort Collins, Colorado",2.0,14,1,4.0,hike1486,1,0,0,1,0,0,0,0,1,1,1,1
